title,release_date,artists,album,popularity,genres,duration,explicit,track_id,artist_ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,loudness,valence,mode,lyrics,tokens,descriptors
Westside,2020-05-29,Lil Yachty,Lil Boat 3,39,"atl hip hop, melodic rap, rap, trap",151431,True,2xv48INYWXzGfcHRUxekM9,['6icQOAFXDZKsumw3YXyusw'],0.704,0.11,145.981,0.235,0.0302,0.0,4,0.916,6,-4.065,0.812,0,verse 1 what the fuck woo swear we up why mom still stressin what the fuck she dont wanna see her son taken away from his blessing what the fuck purple toxic liquid all i been digesting eww rather lay up with a model then rent a club section what the fuck two straps on me im nervous i need protection brrt feel like a teenage white girl i follow one direction yeah and that is up my bitch perfect my csection yeah cant fuck up what she built up we both agreed woo i made more guap than all my teachers with they degrees woo cant have no fun in white neighborhoods they call police woo i just fucked shawty no english she from belize yes you would not believe how she eat dick she tell me please chorus outside on the west side west side west side west side bad bitch wanna take a picture said hold on baby this my good side uh honeycombs in the wrist wouldve thought the diamonds came from a beehive uh lil bro serve percs want it gotta pay ten like he eli woo lil bro serve percs want it gotta pay ten like he eli woo beads all on boat had to take a second thought that he was if goin big on a bitch on her boyfriend had to get the g5 yeah twenty thou on the that g5 woo thirty thousand on that vlive woo woo wee ask your bitch bet it we live bet she let me take a deep dive verse 2 i got the cinematic yeah automatic yeah ar pistol if its real static brrrt let em have it my big homie really problematic yeah im tryna beat her back out woo these niggas keep it platonic yeah got rich now she on dick go what the fuck nigga how ironic yeah move that bitch to oklahoma city nigga just like supersonics okay whip colored like a hero comic okay beat her throat til she wanna vomit okay gettin top in the rolls royce skrr looked up thought i saw a comet comma bust up all up on her bonnet yes he did it nigga he done it yes no breezy nigga we run it amen usa a nigga playpen go twentytwo done bought like four benzes go mama keepin up with my expenses yeah lot of these hoes so pretentious woo swear they ballin warmin up the benches woo used to be broke now i got big houses with the gates and fences you might also likechorus outside on the west side west side west side west side bad bitch wanna take a picture said hold on baby its my good side uh honeycombs in the wrist wouldve thought the diamonds came from a beehive uh lil bro serve percs want it gotta pay ten like he eli woo lil bro serve percs want it gotta pay ten like he eli woo beads all on boat had to take a second thought that he was if goin big on a bitch on her boyfriend had to get the g5 yeah twenty thou on the that g5 woo thirty thousand on that vlive woo woo wee ask your bitch bet it,614,"Aggression, Narcissism, Materialism, Drug use, Sexual promiscuity, Recklessness, Violence, Self-importance, Hedonism, Bravado."
The Butcher and The Blade (feat. Benny The Butcher & Conway The Machine),2020-10-02,"Westside Gunn, Benny The Butcher, Conway the Machine",WHO MADE THE SUNSHINE,40,"alternative hip hop, boom bap, buffalo hip hop, hip hop, rap, underground hip hop, upstate ny rap, boom bap, buffalo hip hop, hip hop, rap, upstate ny rap, alternative hip hop, boom bap, buffalo hip hop, hip hop, underground hip hop, upstate ny rap",239210,True,3Jm2q6KS99Pm2uOH6anRJq,"['0ABk515kENDyATUdpCKVfW', '5Matrg5du62bXwer29cU5T', '67gqUXxHedeUGDTxwBzdjS']",0.921,0.158,77.002,0.433,0.186,0.0,4,0.393,11,-5.199,0.685,1,doot doot doot doot doot doot doot doot doot doot verse 1 westside gunn ayo pyer moss over the mossberg ah for dark we shoot em all first boom boom boom boom boom hand in hand crack commerce check out my arm work my wrist work arm  hammer the mixture lord lord boom boom boom boom boom ayo peace seven i had a fetish for the mac11s brr since an adolescent brr learnin lessons got my shot perfected opps beheaded cocaine pot fanatic fiends light up the static fully loaded ratchets for action boom boom boom boom boom allah would never make another me ah dropped the ki and whipped up anothr ki whip ah walk through fire blindfolded i can see ah i can see the sun out i might tak the doors out the tesla jeep skrrt word on the streets flygod got that mean dope ah fire out the nozzle ricky dragon steamboat brr brr brr inshallah its more clips in the peacoat body slam two thousand grams steve regal chorus westside gunn  conway the machine ayo yall dont get it yall dont get it fuck yall dont get it yall dont get it god is my bodyguard ayo allah got me winnin winnin ah allah got me winnin allah got me winnin keep all that tough shit i said yall dont get it yall dont get it ah yall niggas dont get it yall niggas dont get it ayo allah got us winnin allah got us winnin fuck em ah allah got us winnin allah got us winnin look look ah verse 2 conway the machine  benny the butcher i heard they gave him ten years he did a stretch nigga cut his face put a zipper on him like a pair of new giuseppes terrible they say machine them niggas scared of you i bet bitches think im vegetarian these carats on my neck hahaha im wearin with respect i want your chain ill tear it from your neck im from the east side them niggas over there be movin fent we outside air at you bitch this god right here im in the flesh i put the bitch in a pair of loubs she fresh im wearin louis sweats ha look how can i not win at least three of the albums that i dropped in your top ten talk to em your wrist ticktick boy the hand on my watch spin not in cali to shop i came to send a box in i stacked two hundred during quarantine i did not spend i do not got friends v12 on the side of that drop benz woo shooters on go let a slug blam you uhhuh and all morning lil homie passin out drug samples my bitch dont rock no fashion nova shit or no ugg sandals like to fuck me to pandora 42 dugg channel hahahaha spaghetti on my wrist nigga you see my wrist baguettes on my bitch nigga talk your shit nigga yeah and bitches say there go that nigga with the bag they know im really a rich nigga talk your shit king suck my dick nigga you might also likeverse 3 benny the butcher you know its gangster how i rock when you greet me respect me salute me yeah im made in my hood niggas treat me like lefty thats right i swear this brick spoke and said take it easy dont stretch me i wont your favorite rapper call around sayin please come protect me pussy yeah we can see you up but them niggas around you starvin damn put my team in position now im surrounded by bosses niggas gettin clipped homicide questionin my involvement i dont know shit cashin out at the jeweler yall buyin shit in installments patience know it or not now glaciers froze in the watch uh bought my bitch a whip and she tried to race me home from the lot christian and smith and wesson 380 go with the top hit her with the ice cubes and the dope gon go into shock huh im relaxin on six figures trap been doin numbers couple hundred from rap im payin taxes on twenty ps of butcher breath habits that i shouldnt have kept uhuh dumpin while im in my head countin how many bullets left bullets left cannon my ride we never been in shit and do not slide the opps get it in two days or less like amazon prime you gon hear the butcher comin butcher comin cause its never gon change,923,"Rebellion, Loyalty, Self-promotion, Materialism, Narcissism, Braggadocio, Individualism, Nihilism, Existentialism"
Snake Bites,2022-01-25,Tony Shhnow,Kill Streak 2 (Deluxe),16,"dark plugg, plugg, pluggnb, vapor trap",94078,True,4a8m5E9UQWMSQMVzyvpRik,['6w1PsA3Lux2vlfaymj66w8'],0.8,0.487,78.79,0.319,0.0444,0.0,1,0.33,11,-7.183,0.592,0,pew killing spree running riot rampage showstopper chorus i come in clutch when it matter most i pay attention to the game i swear im so focused you ever try to pick a lock and it would not open feel like the devil tryna get you but you not going i wake up early in the morning but i put some work in latenight on the highway speeding you can barely see my brake lights the way i count up them deads you would think i hate life this shit get wild im tryna mak it out without snake bites verse  they just took away your stat rights cause life a gamble you wanna go shuffle or play dice ima stunt if i get it or i dont make profit every month neck rocky getting stoned i made a whole lot of money off a phone touchdown i just made a pound out of zone im paranoid blower on me even when im blown quick i send a bitch home if she aint off what im on chorus i come in clutch when it matter most i pay attention to the game i swear im so focused you ever try to pick a lock and it would not open feel like the devil tryna get you but you not going i wake up early in the morning but i put some work in latenight on the highway speeding you can barely see my brake lights the way i count up them deads you would think i hate life this shit get wild im tryna make it out without snake bites outro,286,"Empowerment, Ambition, Resilience, Rebellion, Self-Awareness, Materialism, Bravado, Independence, Skepticism, Determination"
Hydrogen,2011-11-27,M|O|O|N,MOON E.P.,55,synthwave,289523,False,6vc7GNW3FxMkgKuProVOoB,['0M2HHtY3OOQzIZxrHkbJLT'],0.947,0.0695,125.936,0.0524,0.00514,0.742,4,0.797,10,-7.942,0.0447,0,,0,
The Roteks,2011-04-25,J:Kenzo,The Roteks / Protected,9,"classic dubstep, deep dubstep, uk bass",391721,False,6RBKBi1ZKCaGQGRHaRYYhI,['2vnlhEYTh2K1O3NZE2ONiz'],0.504,0.114,139.978,0.0346,0.00476,0.704,4,0.722,9,-6.03,0.127,1,,0,
4ÆM,2020-02-21,Grimes,Miss Anthropocene (Deluxe Edition),60,"art pop, canadian electropop, dance pop, electropop, grave wave, indietronica, metropopolis, pop",270982,False,4keclC0eBhQm8lFtYmX01K,['053q0ukIDRgzwTr4vNSwab'],0.905,0.288,93.017,0.0418,0.00971,0.29,4,0.482,7,-4.371,0.116,0,sky ssssssa suns at night chorus im out late at 4 am he says hows the weather baby howve you been youre gonna get sick you dont know when i never doubt it at 4 am im out late at 4 am he says hows the weather baby howve you been youre gonna get sick you dont know when i never doubt it at 4 am postchorus 4 am 4 am falling down again unraveling bridge aphrodite i wrote your constellation into the sky ooh ssssssa suns at night chorus im out late at 4 am he says hows the weather baby howve you been youre gonna get sick you dont know when i never doubt it at 4 am im out late at 4 am he says hows the weather baby howve you been youre gonna get sick you dont know when i never doubt it at 4 am postchorus nanana nanana nanana nanana ah nanana nanana nanana nanana ah 4 am 4 am falling down again you might also likechorus im out late at 4 am 4 am he says hows the weather baby howve you been how youve been youre gonna get sick you dont know when i never doubt it at 4 am doubt it 4 am im out late at 4 am doubt it he says hows the weather baby howve you been how youve been youre gonna get sick falling down again you dont know when i never doubt it at 4 am 4 am outro 4 am 4 am 4 am 4 am 4 am 4 am 4 am 4 am 4 am 4 am falling down again 4 am 4 am falling down again im out late at 4 am 4 am 4 am out late at 4 am im out late at 4 am 4 am 4 am 4 am im out late at 4,394,"Rebellion, Narcissism, Drug Use, Materialism, Escapism, Anger, Bravado, Hedonism, Self-Destruction, Impulsivity."
Down In Atlanta,2022-11-18,"Pharrell Williams, Travis Scott",Down In Atlanta,74,"hip hop, pop, pop rap, rap, slap house",164041,True,5unjCay0kUjuej5ebn4nS4,"['2RdwBSPQiwcmiDo9kixcl8', '0Y5tJX1MQlPlqiwlOH1tJY']",0.819,0.0658,83.154,0.212,0.337,0.000153,3,0.851,7,-5.173,0.903,1,the centerfold downstairs my aventador you shouldve seen it down in atlanta at the graveyard tavern you thought you seen a ghost its just where the phantoms are shawty thicker than kevlar yeah its wall to wall feel the heat through my drawers i told shorty to bring the wave you know lifes a beach she said lifes a bitch lets hit magic city chorus watch em fly from the sky while we line up the wall like confetti how it falls let em leave with it all we aint never been this high the city big feelin small keep m wake never off four four whn you postchorus oohoohooh oohoohooh oohoohooh verse 2 down in atlanta might just slide through the zone not talkin lebron home when i say im in cleveland drown in my fanta coke factory is my store i mix it up how i pour gotta see how i drink it woke up feeling like fabo yeah need a georgia peach never run out of love or run out of weed daddy drivin a tractor like a hellcat or demon hit two eightyfive dashin cause im lovin the speed chorus watch em fly from the sky sky while we line up the wall like confetti how it falls let em leave with it all we aint never been this high high the city big feelin small keep me wake never off four four when you postchorus watch emwatch em fly fly from thefrom the sky bridge down in atlanta just like havana gotta get it on gotta get it on gotta get it on gotta get it on call up miami atlantic atlantis that how we get it on how we get it on how we get it on how we get it on you might also likechorus watch em fly from the sky sky while we line up the wall like confetti how it falls let em leave with it all we aint never been this high high the city big feelin,393,"Aggression, Braggadocio, Materialism, Misogyny, Violence, Power, Mistrust, Paranoia, Fame-seeking, Recklessness."
Off the Lead,2020-12-04,"Working On Dying, Lancey Foux",Waiting to Die,32,vapor trap,90488,True,3BTCS1vLzNPAr72msdoIxH,"['0xz7rftv5aVZ0IEtPnOlex', '2LakckgvXEtJlKOYP6BO11']",0.492,0.113,74.98,0.149,0.0164,2.59e-06,4,0.792,7,-8.661,0.331,1,whew huh verse lancey foux i just hit new york she told me welcome to the party bad eritrean ethiopian somali yeah hoppin out the rari she wanna fuck me for the car key i got whole lotta redbones im on the phone with playboi carti whole lotta red it aint nothin to keep it real it aint nothin to never spill spill i got killers out in brooklyn i got killers in brixton hill boom im on the m no attempted whether its murder or the mills boom you can catch me out in philly fuckin with oogie mane and f1lth i feel like my hands made to kill and the chopper got no chill bupbupbup i can cook up the beat like pharrell for real i can fuck with the states like estelle huh i can still give you greaze like im gel yeah when you see me greet me well you can strip me down ill still shine shine fuck your jeweler fuck your ice ice you can be wrong all the time time but come correct on the price shine youve been scared all your life ive been workin on dyin dyin two new hoes black or white you know i roll the dice whew yeah yeah yeah got bands in the bed i beat off the lead i got a bad bitch obsessed i got her boyfriend upset and ive just been breakin some bread ill give off an arm and a leg why would i speak if its said you want some advice yeah talk to ted whew outro lancey foux huh yeah yeah yeah yeah yeah i just hit new york she told me welcome to the party i just hit new york she told me welcome to the party bad eritrean,353,"Memory loss, Regret, Forgiveness, Self-blame, Isolation, Confusion, Guilt, Desperation."
Find Me,2020-12-04,"Working On Dying, LUCKI",Waiting to Die,46,"plugg, rap",136146,True,0tnIksvF5wPa3LW2TzvuDZ,"['0xz7rftv5aVZ0IEtPnOlex', '5tQMB0cuNXdCtzovGt55uD']",0.541,0.284,120.967,0.215,0.0184,0.0,4,0.85,1,-8.435,0.476,1,ayy oogie mane he killed it i went through a drought see who really love me ima buy a bitch a before i buy a pint of wock ya hear me copy yo ayy chorus lucki i went through a drought see who really love me ima buy a bitch a purse so i buy a pint of wock i made an empire all by myself i was legendary by the time i met ghazi bet my money with the cards im dealt love str8 trucks feel im beating everybody told all my new york hoes im in the bity 2016 xans and a big body its enough money spent now we just plotting wher to go but i gotta find myself want to give me all to you but i gotta find myslf two perc 30s i melt five percent feel like john cena with the belt niggas aint seeing me ho can get the addy to bnb verse lucki how you find trust when theres too many people risk your life for some niggas thatll leave you bitch keep crying say im mia i already know fu shit in my way but i gotta find myself risk your life for some luck and be replaced freebandz tune cant put me in my place i was paranoid these niggas just tryna race ho lakeshore hit a ho red key only finesse you if you let me niggas aint seeing me ho can get the addy to bnb but i gotta find myself want to give me all to you but i gotta find myself five percent feel like john cena with the belt chorus lucki i went through a drought see who really love me ima buy a bitch a purse so i buy a pint of wock i made an empire all by myself i was legendary by the time i met ghazi bamy money with the cards im dealt love str8 trucks feel im beating everybody told all my new york hoes im in the bity 2016 xans and a big body its enough money spent now we just plotting where to go but i gotta find myself want to give me all to you but i gotta find myself two perc 30s i melt five percent feel like john cena with the belt niggas aint seeing me,446,"Hedonism, Materialism, Narcissism, Drug use, Aggression, Self-aggrandizement, Boastfulness, Provocation, Swagger, Bravado"
Gib Galore,2022-04-29,Akimbo4s,Gib Galore,31,pluggnb,162429,True,0G1pmtFUyKavoDyFLhL3Uf,['00bbiv9R4irFfQQsjJ8TVy'],0.628,0.0435,162.336,0.133,0.0578,0.0,4,0.511,1,-8.461,0.842,1,she want me to hit from the back i could tell cause she got on all fours who woulda known i would make this music and it would open up doors i roll up a spliff with this tangerine pack no bitch i do not sip coors i could tell she was freaky when the room was taken and she still wanted to go fuck on the floor and my shooter keep a big mac like he work at mcdonalds and he clean up the floors and i keep a couple of bands so when i walk in the mall i can clear out the stores yo bitch on me she want some dick yeah she want gib galore ill pass snooki i dont want no bitch from jersey shore show me your boobies i might go fuck that bitch while im on tour she wanna make a movie but i cant do it bitch i gotta go watch four i just wish she woulda stuck around so i coulda shown her whats in store bitch im no rookie im a vet she wanna fuck i replied bet when i shoot i hit all net touch down in new york like im a met she want me to beat it when we met trapped in her love like a web we cant talk bitch im not ted all my friends hate him he ned bitch come give me head boy want smoke he getting lead fettuccine alfredo im staying fed that boy is a pig he stay with the feds just got a new crib size of the shed like im being serious i could only fit my bed and a couple of bitches in here to give me head but its okay cause im stacking my bread verse i stay with my dawgs like a park that boy want fake smoke we dont larp ill pop his shit just like a pop tart that boy the police he look like paul blart and im rolling up pure beauty bitch i do not smoke carts boy you aint no man like lil wop you sweet like sweetarts and you knew that aint real louis you got that from the flea mart chorus ah i know that she want 4s she want me to hit from the back i could tell cause she got on all fours who woulda known i would make this music and it would open up doors i roll up a spliff with this tangerine pack no bitch i do not sip coors i could tell she was freaky when the room was taken and she still wanted to go fuck on the floor and my shooter keep a big mac like he work at mcdonalds and he clean up the floors and i keep a couple of bands so when i walk in the mall i can clear out the stores yo bitch on me she want some dick yeah she want gib galore ill pass snooki i dont want no bitch from jersey shore show me your boobies i might go fuck that bitch while im on tour she wanna make a movie but i cant do it bitch i gotta go watch four i just wish she woulda stuck around so i coulda shown her whats in store bitch im no rookie im a vet she wanna fuck i replied bet when i shoot i hit all net touch down in new york like im a met she want me to beat it when we met trapped in her love like a web we cant talk bitch im not ted all my friends hate him he ned bitch come give me head boy want smoke he getting lead fettuccine alfredo im staying fed that boy is a pig he stay with the feds just got a new crib size of the shed like im being serious i could only fit my bed and a couple of bitches in here to give me head but its okay cause im stacking,729,"Rebellion, Non-conformity, Discontent, Hedonism, Individualism, Escapism, Self-acceptance, Resilience, Disillusionment"
Lifestyle,2022-11-22,Homixide Gang,Homixide Lifestyle,68,vapor trap,137142,True,20v5X5P8guUGTQQ1EAWys4,['2ojqsY1ycYzZOpLDBBwHPU'],0.792,0.39,144.054,0.232,0.00455,0.000102,4,0.727,9,-6.094,0.516,1,what what what what what what what homixide homixide uh chorus homixide beno yeah snotty snuck the glock in yeah snotty snuck the glock in yeah smash the ferrari uh yeah or i scrape the pyrex uh yeah im pissin out lean lean yeah i cannot stop it stop me yeah my bitch wear celine what yeah my right pocket sloppy what yeah snotty snuck the glock in yeah snotty snuck the glock in yeah smash the ferrari uh yeah or i scrape the pyrex uh yeah im pissin out lean lean yeah i cannot stop it stop me yeah my bitch wear celine what yeah my right pocket sloppy what verse 1 homixide beno these niggas try to copy they know they cant copy homixide homixide i walked down that boy then i hit him in the noggin 762 lets get it 762 lets i switched up my car then i hopped in the demon what 762 lets get it yeah i switched up my car then i hopped in the demon verse 2 homixide meechie yeah we got pakistan sticks shoot missiles i popped me a x i got mess in my system might call up meech the big hits get lit my brothers love spinnin you know that im feelin that shit gon catch stink snotty might cross em out ayy ayy bit gon go wipin down shit however it happen we walk out with racks homixide we be on opioids bitch snotty cant find me no tris all the bros got them a cup gang we in here sippin on red homixide j5 he popped a g6 homixide he rollup and spark up the hench gang the upsidedown crosses baguettes vs1 diamonds shit hit homixide homixide gang you might also likechorus homixide beno yeah snotty snuck the glock in yeah snotty snuck the glock in yeah smashed out ferrari uh yeah or i scrape the pyrex uh yeah im pissin that lean lean yeah i can not stop it stop me yeah my bitch wear celine what yeah my right pocket sloppy what yeah snotty snuck the glock in yeah snotty snuck the glock in yeah smashed out ferrari uh yeah or i scrape the pyrex uh yeah im pissin that lean lean yeah i can not stop it stop me yeah my bitch wear celine what yeah my right pocket sloppy what outro homixide beno,510,"Intoxication, Self-Destructiveness, Recklessness, Materialism, Sexual Aggression, Narcissism, Violence, Hedonism, Self-Indulgence"
Lif3,2022-11-22,Homixide Gang,Homixide Lifestyle,53,vapor trap,157777,True,5CYq30RE6u1z0MXPUGD5tn,['2ojqsY1ycYzZOpLDBBwHPU'],0.621,0.277,143.235,0.0829,0.00504,0.0,4,0.704,0,-5.176,0.315,1,yeah yeah yeah chorus homixide beno ive been goin through this pain yeah all my life we rockin these shows yeah all my life h5 to the face yeah all my life homixide my gang yeah all my life yes all my life homixide gang shit yeah till we die homixide homixide verse 1 homixide beno yeah smokin they block we aint doin no time spin spin spin spin spin yeah step on they block we dont care what gang ive been goin through this pain yeah all my life we rockin these shows yeah all my life h5 to the face yeah all my life homixide my gang yeah all my life muddy my cup this shit color purple ive been gettin bucks you can call me irving im huggin the curb yeah they caught me swervin yeah im never lackin yeah i keep me a thirty its somethin like curry uh yeah it shoot like curry what yeah trap jumpin soundin like jordan comin by sellin out the stores movin the dope callin  chorus homixide beno ive been goin through this pain yeah all my life we rockin these shows yeah all my life h5 to the face yeah all my life homixide my gang yeah all my life yes all my life homixide gang shit yeah till we die verse 2 homixide meechie homixide beno yes all my life say you can aim hop out on foot you better not miss baguetted chain upside down cross deep down im blessed just reach for the shit well teach you a lesson stomp on his ass in some balenciaga crocs its a 100 shotshell you know we cant miss got a 100 round drum and it clean like a mop granddaddy longleg it sticks by the legs x gang shit we snot him it knotted the head fuck off of the map i told him to bed it got sticks on the counter got sticks on the bed you might also likebridge homixide beno ive been goin through this pain yeah all my life we rockin these shows yeah all my life h5 to the face yeah all my life homixide my gang yeah homixide homixide all my life homixide all my life homixide gang shit yeah till we die homixide homixide yeah smokin they block we aint doin no time spin spin spin spin spin yeah step on they block we dont care what gang chorus homixide beno ive been goin through this pain yeah all my life we rockin these shows yeah all my life h5 to the face yeah all my life homixide my gang yeah homixide homixide all my life outro homixide beno been rockin these shows this pain yeah h5 to the face yeah homixide my gang yeah homixide homixide all my life homixide all my,596,"Self-aggrandizement, Defiance, Resilience, Self-reflection, Materialism, Familial Love, Controversy, Spirituality, Bravado, Humor"
V-Friends,2022-11-22,Homixide Gang,Homixide Lifestyle,56,vapor trap,105714,True,7FUx1SDHG4Im52aKu3iCXC,['2ojqsY1ycYzZOpLDBBwHPU'],0.696,0.232,144.974,0.222,0.0216,0.0,4,0.697,1,-6.433,0.144,1,chorus homixide beno yeah man ridin down sunset drive with this bitch finna hit bossanova yeah what we slide back shoot at the town worryin bout twelve pullin us over nah nah we rollin this shit out the pound in the highway aint nothin but odor yeah what i met this lil bitch out of town told her friend to come over yeah what what she fuckin my boy on the low damn im puttin my boy on the dope yeah what dont tell nobody that dont know nah we keepin that shit on the low yeah what nah nah i copped the lil bitch from the show what what and baby girl where is your homies at i copped the lil bitch from the show what and baby girl where is your homies at verse 1 homixide meechie homixide homixide homixide homixide shawty where your homies whole gang with me homixide homixide homixide homixide i see that yall model but bitch yall some freaks i dont give a fuck come and roll up this weed we knock down the block then skrrt up skrrt up we put em on shirts go buy you some ts we back to the block yeah we thuggin for cheap verse 2 homixide beno 35 hoe homixide homixide homixide lead to a 35 hoe yeah they all on go they all on go all on different flavours shit i sit top floor sit top floor take these hoes to the pen shit aint nobody know aint nobody know shit you know how that go chorus homixide beno man ridin down sunset drive with this bitch finna hit bossanova yeah what we slide back shoot at the town worryin bout twelve pullin us over nah nah we rollin this shit out the pound in the highway aint nothin but odor yeah what i met this lil bitch out of town told her friend to come over yeah what what she fuckin my boy on the low damn im puttin my boy on the dope yeah what dont tell nobody that dont know nah we keepin that shit on the low yeah what nah nah i copped the lil bitch from the show what what and babygirl where your homies at i copped the lil bitch from the show what and babygirl were your homies at gang shit you might also likeoutro homixide meechie homixide homixide homixide homixide,503,"Alienation, Rebellion, Drug use, Hedonism, Loyalty, Self-centeredness, Anger, Nihilism, Disillusionment, Empowerment"
TF!,2022-11-22,"Homixide Gang, Destroy Lonely, Biggaveli",Homixide Lifestyle,56,"vapor trap, rap",150857,True,20wYIN5mtZIYReNO2WeMwL,"['2ojqsY1ycYzZOpLDBBwHPU', '1HPW4jeRjXBFRoUnSvBzoD', '14WHFVy25R3nmFuAH1iyjb']",0.739,0.366,140.107,0.168,0.0174,0.0,4,0.688,8,-7.347,0.293,0,now tuning into my nigga artist fuck nigga gang what fuck they gon say gang yeah homixide fuck a nigga gon say what fuck they gon say what yeah verse 1 homixide beno what the fuck they gon say yeah when i hop out the cut with that blick that blick what the fuck they gon say when i walkdown with that stick that stick hundred round drum on that bitch hundred round drum in that bitch shoot out that bitch let it click grrah yeah homixide gang we too rich homixide homixide we gotta get bro out the fence stackin this chicken and rockin these shows what you know we aint worried bout shit i call up givenchy and put on a ho yeah what she swallow my kids at the pent what double down with two blicks homixide homixide never trustin a bitch nah yeah upsidedown shit hit homixide homixide yeah yeah upsidedown shit hit homixide homixide that beam on me bitch its a stick chorus homixide beno we slide opp block behind tint slide slide yeah we slide opp block behind tint slide slide yeah we slide opp block behind tint slide slide yeah we slide opp block behind tint homixide homixide verse 2 homixide meechie huh i put my lil bitch in some ricks put her in ricks i put my lil bro on a lick bro on lick huh e snotty nose snotty nose quick snotty snotty life all about takin some risks smoke out the trucks and the drivers be with it what the fuck they gon say smoke yo bro to the face when them jakes get behind me i highspeed the chase what the fuck they gon say when them guns get to blazin told em fuck the investigators stay out the way you might also likechorus homixide beno yeah we slide opp block behind tint yeah yeah we slide opp block behind tint yeah yeah we slide opp block behind tint yeah yeah we slide opp block behind tint verse 3 destroy lonely uh i just hit this sidebitch yeah now im tryna fuck her friend huh finna just get on that jet yeah im bout to just land in france spent like twentyfive hundred on jeans put my glock in the pocket of them pants im fuckin this bitch yeah she a x fiend yeah but she aint poppin no xans i got baguettes they wet as fuck yes they hangin right off of my neck i got your ho tryna come have sex and she throwin up my set o verse 4 biggaveli no you cannot try my gang you cannot try my gang niggas aint even seen a bale seen a bale thuggin shit in every spot got me tight tryna hide the smell i already know who come and get it soon as i fuck told em i bought a bale niggas aint playin no more bout a perc he done tried that shit and he pale chorus homixide beno we slide opp block behind tint yeah we slide opp block behind tint yeah we slide opp,628,"Aggression, Narcissism, Materialism, Sexual Promiscuity, Drug Use, Violence, Braggadocio, Paranoia, Misogyny, Obscurity"
BLITZ,2022-11-18,Destroy Lonely,NS+ (ULTRA),60,rap,143283,True,6sMos8CBjRScWJktutm8ek,['1HPW4jeRjXBFRoUnSvBzoD'],0.782,0.123,134.093,0.228,0.000906,0.0,4,0.804,5,-5.692,0.638,0,bitch i got some ice on my hands my ears my wrist my shooters dont know how to miss nigga talk down on the gang then i bang it bitch im bout to blitz no im not sick i got some codeine all in my piss she givin me head yeah and we made a mess and shorty just kept on spittin i told her once yeah that im ready to go but she wasnt even tryna listen walk in the spot i go straight through the back door better watch your bitches walk in the spot yeah go straight in the back door better watch your back verse i cant forget when i was down bad takin off on the plug for a bag i cant forget when i was down bad it was so much shit i aint have now i got all this money i didnt even need school i can count it fast talkin bout a hundred on hundred on hundred on hundred on hundred bitch do the math talkin bout a hundred on hundred on hundred on hundred on hundred bitch do the math talkin bout some money some money some money some money some money im talkin bout that cash talkin bout some bitches some bitches some bitches some bitches some bitches and they all bad im gettin richer and richer and richer and richer and richer bitch oh yeah they hatin on me cause im the young nigga that went and got to the bag yeah they wanna be me huh they hate that they not that shit so sad yeah they hate that they hoes tryna just fuck on me and my gang oh yeah yeah and they hate that they bitches tryna come kick it with me and the gang oh yeah she spent one day with me i turned her up and now she famous yeah tryna go put some brand new ice on my chain its swingin bitch oh yeah im in a hellcat whip im huggin the curb im swingin this bitch oh yeah out with the gang yeah they so insane they spinnin like carousel bitch im on fire like kerosene my boy bang the five yeah he bleed i was with that fire yeah i was really outside fuck a blue check on ig i keep some blue strips all on me i spent twelve hundred on some sneaks im spreadin the swag like a disease he smokin swag that boy cheap chorus yeah i got my chains on fuckin your bitch i got some ice on my hands my ears my wrist my shooters dont know how to miss nigga talk down on the gang then i bang it bitch im bout to blitz no im not sick i got some codeine all in my piss she givin me head yeah and we made a mess and shorty just kept on spittin i told her once yeah that im ready to go but she wasnt even tryna listen walk in the spot i go straight through the back door better watch your bitches walk in the spot yeah go straight in,582,"Rebellion, Intensity, Paranoia, Aggression, Self-destruction, Materialism, Nihilism, Escapism, Cynicism, Fatalism."
