title,track_id,artists,artist_ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,loudness,valence,mode,genres,lyrics,tokens,sentiment
Ridin,16GDjHsVSLLpYdQ41tkkiS,"Yoga Flame, D. Savage","['6U0BX1nT0wQXNSVUiEWjW7', '6FqXAd1hQl7vVdIQ3hhtgc']",0.65,0.182,123.106,0.263,0.083,7.43e-05,4,0.718,0,-7.985,0.487,1,"vapor trap, plugg, vapor trap",smash ridin roof yoga flame 2939  ridin roof smash dash ridin roof  hoe  choose ridin roof grah smell somebody burning boof ridin roof sake gang thats bang thats crew gang ridin roof hoe steal jewel ridin roof okayokayokay 1  hang nope rock bang nah pussy boy shoot nah sleeping boy snooze grah clue savage booth plotting making  grah grah signing deal joking real competition lurk lurk  hurt savage busy work check im ridin roof skrrt skrrt im gone wrong interlude ridin roof skrrt smash ridin roof grah 2 cool nah bool nah momma mad nah cause im ditching school hang goon hang gorilla okay hang drug dealer okay hang killer okay leave okay block hot okay  lil momma okay giving  okay change switch way look young   paid  flirt uhhuh   pull shirt uhhuh treat dirt okay kush  burp okay uhhuh send beat pay  okay   ridin roof savage savage holdup ridin roof  crazy jack jack jack grah,431,0.23750000000000002
When I'm Sixty Four - Remastered 2009,1NrbnHlR2BFREcyWXHIHip,The Beatles,['3WrFJ7ztbogyGnTHbHJFl2'],0.241,0.0868,140.411,0.0476,0.625,2.8e-05,4,0.704,1,-13.258,0.661,1,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",losing hair  year  sending valentine birthday greeting bottle wine id till quarter   lock door  need  feed im sixtyfour 1 youll older  word  stay aaaah 2  handy mending fuse light gone knit sweater fireside sunday morning  ride garden digging weed  ask  need  feed im sixtyfour 2  summer rent cottage isle wight dear shall scrimp save shall scrimp save grandchild knee vera chuck dave 3 send postcard drop line stating point view indicate precisely mean  sincerely wasting away  answer  form  evermore  need ,217,0.2708333333333333
Disorder - 2007 Remaster,5fbQCQt91LsVgXusFS0CCD,Joy Division,['432R46LaYsJZV2Gmc4jUV5'],0.798,0.176,84.696,0.124,0.00033,0.692,4,0.32,10,-7.078,0.74,0,"alternative rock, art rock, indie rock, madchester, new wave, post-punk, rock, uk post-punk",come  hand  sensation  feel pleasure normal man lose sensation spare insult leave  day ive spirit lose feeling  shock away 2 getting faster moving faster getting hand tenth floor  stair man land light flashing car crashing getting frequent ive spirit lose feeling  3 mean mean meet im watching im watching ill  pity friend right tell  damn right spirit new sensation  hold  spirit new sensation  hold  spirit new sensation  hold  ive spirit lose feeling ive spirit lose feeling,175,0.03379329004329004
I'm Waiting For The Man,3fElupNRLRJ0tbUDahPrAb,"The Velvet Underground, Nico","['1nJvji2KIlWSseXRSlNYsC', '0IwlY33zbBXN7zlS9DP2Cj']",0.645,0.152,125.844,0.0442,0.032,0.868,4,0.679,7,-9.765,0.826,1,"alternative rock, melancholia, permanent wave, protopunk, rock, experimental, melancholia, singer-songwriter",man twentysix dollar hand lexington 125 feel sick dirty dead alive im waiting man 2 white boy doin uptown white boy chasin woman  pardon sir furthest mind im lookin dear dear friend  im waiting man 3 come  dressed black pr shoe big straw hat   early   late  thing learn  wait im waiting man work break 4 brownstone  flight stair everybody body pinned  care  work  sweet taste ah split time waste im waiting man 5  dont holler darlin dont bawl shout im feeling good  im going work im feeling good im feeling fine tomorrow thats time im waiting man walk,216,0.012380952380952392
London Calling - Remastered,5jzma6gCzYtKB1DbEwFZKH,The Clash,['3RGLhK1IP9jnYFH4BRFJBS'],0.801,0.0825,133.769,0.0514,0.123,0.0,4,0.651,0,-7.34,0.776,1,"alternative rock, permanent wave, punk, rock",war declared battle come london calling underworld come outta cupboard ya boy girl london calling dont look  phony beatlemania bitten dust london calling  aint swing cept ring truncheon thing ice age coming sun zoomin meltdown expected wheat growin  engine stop running fear cause london drownin live river 2 london calling imitation zone forget brother   london calling zombie death quit holdin draw  breath london calling dont shout talking saw noddin london calling  aint hyde cept  yellowy  ice age coming sun zoomin engine stop running wheat growin  nuclear error fear cause london drowning live river interlude ice age coming sun zoomin engine stop running wheat growin  nuclear error fear cause london drowning live river    3 london calling yes ya  said  true london calling  dial wont  smile london,298,0.11796536796536795
This Must Be the Place (Naive Melody) - 2005 Remaster,6aBUnkXuCEQQHAlTokv9or,Talking Heads,['2x9SpqnPi8rlE9pjHBwmSC'],0.641,0.028,114.443,0.0333,0.331,0.179,4,0.942,7,-10.15,0.966,1,"alternative rock, art punk, dance rock, funk rock, new wave, permanent wave, post-punk, rock, zolo",pick turn  feel numb born weak heart guess  fun le  better     foot ground head sky okay   wrong  1 hiyeah plenty time hiyeah light  youre standing  love passing time  money  love cover  goodnight  goodnight 2 home guess im  come home lifted wing guess  place  tell     time born  asks ill ill 2 hiyeah drift hiyeah sing mouth kind people face view im animal looking home share space minute  love til heart stop love til im dead  light  look cover blank spot hit,245,0.11911764705882355
Chuckie,21Izx09FQfTP4K27V1E2iZ,Geto Boys,['3f5fB1YUbkUnW7cf7I0R48'],0.412,0.658,169.956,0.426,0.0497,1.02e-06,4,0.745,1,-12.441,0.51,0,"conscious hip hop, g funk, gangster rap, golden age hip hop, hardcore hip hop, hip hop, old school hip hop",thats murdered niece wasnt fault  head cut 88 piece dont em run hurry catch em grab arm grab arm  pull till stretch em play pussy  fucked mean youre better dead wanted seafood fished child head motherfucker beware cause im sick dead head frog leg cake mix friday 13th night living dead vampire arm walkin round givin  head didnt die   lucky body  dead blame chuckie child play motherfucka 2 bushwick  aw chuck killin spree  barb ill start killin murder tried slack 100 missile blew little girl   chuckie  im insane  gin  eat dog brain  motherfuckin 15pack ill damned dont bring 15 dead   murder contest  ill win cause  mailbox head knife im gettin hungry need fed feel eatin bag barbequed broke leg bustin neck motherfckin brick half body chuckie half bushwick short   pumpin lead havent figured way  fist forehead  sit  lit knife neck  polar bear spit 9 uzi utensil inside chest  10000 pencil nerve  chuck  gun aimed going duck im mad im ready slay graveyard packed aint nothin child play   3 bushwick  youd better murder  rest cause dont ill come shootin head bird chest pissed way im  soundin killed punk 82  im  im crazy  im crack die cut leg die iraq born loser  im mindless  pissed leave naked spineless worse charles manson  havin equal went sleepwalking  night killed 300 people woke chained floor told killed 300 rumble   war hat went jail assault carjack  small nut big worst thing   fuckin kid cause ima teach em act aint actin right dyin tonight aint use tryin spot em,615,-0.19453601953601957
Age of Consent - 2015 Remaster,2EEinN4Zk8MUv4OQuLsTBj,New Order,['0yNLKJebCb8Aueb54LYya3'],0.91,0.13,161.964,0.0392,0.00101,0.0944,4,0.372,2,-5.559,0.756,1,"dance rock, madchester, new romantic, new wave, permanent wave, post-punk, synthpop, uk post-punk", word lie inside hurt 1 im kind  tell im kind need tell 2 saw morning thought   received message  day ago understood  word said ive actually heard youre going regret 2 im kind  tell youre kind need tell bird bee break  happens time crucial point  day  crime 1 im kind  tell im kind need tell lost ive lost ive lost ive lost ive lost lost ive lost ive lost ive lost ive lost lost ive lost ive lost ive lost ive lost oohooh oohooh oohooh oohooh oohooh oohooh,245,0.45
Pictures of You - 2010 Remaster,1tuwC1Ob5vnYZhvg3zyzJg,The Cure,['7bu3H8JO7d0UbMoVzbo70s'],0.776,0.131,171.935,0.0312,0.00371,0.109,4,0.484,9,-6.48,0.495,1,"new wave, permanent wave, rock, uk post-punk",long picture  believe theyre real ive living long picture  believe picture feel 2 remembering standing quiet rain ran heart near kissed sky fell holding close  held close fear 3 remembering running soft night bigger brighter wider snow screamed makebelieve screamed sky finally  courage  4 remembering fallen arm  death heart stone white delicate lost cold  lost dark 5 remembering  slow drowned angel   hold  time slip away quietly open     id thought right word  held heart id thought right word wouldnt breaking apart picture   6 looking long picture  hold heart looking long word true  breaking apart picture  world  wanted feel deep heart  world  wanted,298,-0.015646258503401362
How Soon Is Now? - 2011 Remaster,1YrnDTqvcnUKxAIeXyaEmU,The Smiths,['3yY2gUcIsjMr8hjo51PoJ8'],0.93,0.0874,190.818,0.0615,0.000854,0.121,4,0.398,11,-6.76,0.725,1,"madchester, new wave, permanent wave, rock, uk post-punk",heir shyness criminally vulgar son heir  particular shut mouth   thing wrong way human need loved everybody  son heir shyness criminally vulgar son heir  particular shut mouth   thing wrong way human need loved everybody  break  club youd   meet somebody  love  stand leave  home  die  going happen  exactly mean  ive  waited long hope gone break   shut mouth   thing wrong way human,210,-0.06861111111111112
Heroin,5by3w3NXvwDpV9FBSOR35u,"The Velvet Underground, Nico","['1nJvji2KIlWSseXRSlNYsC', '0IwlY33zbBXN7zlS9DP2Cj']",0.777,0.0981,145.733,0.0705,0.304,0.78,4,0.201,1,-10.167,0.235,1,"alternative rock, melancholia, permanent wave, protopunk, rock, experimental, melancholia, singer-songwriter",im going try kingdom cause  feel im man  spike vein tell thing arent  im rushin run feel jesus son guess dont  guess dont  2  big decision im going try nullify life cause blood begin flow shoot dropper neck im closin death  help guy sweet girl sweet talk   walk guess dont  guess dont  3 wish born thousand year ago wish id sailed darkened sea great big clipper ship goin land sailor suit cap away big city man  free evil town  guess dont  guess dont  4 heroin death heroin wife life haha mainline vein lead center head im better dead smack begin flow  dont care anymore jimjims town politician makin crazy sound everybody puttin everybody  dead body piled mound cause smack begin flow  dont care anymore ah heroin blood heh blood head thank god im good dead thank god im aware thank god dont care guess dont ,377,0.09166666666666667
All Tomorrow's Parties,1mL6q0gbifm2dBTvMBx4px,"The Velvet Underground, Nico","['1nJvji2KIlWSseXRSlNYsC', '0IwlY33zbBXN7zlS9DP2Cj']",0.499,0.0963,93.508,0.0453,0.0455,0.000465,4,0.329,2,-13.7,0.132,1,"alternative rock, melancholia, permanent wave, protopunk, rock, experimental, melancholia, singer-songwriter",poor girl wear tomorrow party handmedown dress  tomorrow party  shall midnight come  shell turn sunday clown   door 2 costume shall poor girl wear tomorrow party silk linen yesterday gown tomorrow party thursday rag monday come  shell turn sunday clown   door 3 costume shall poor girl wear tomorrow party thursday child sunday clown   mourning blackened shroud handmedown gown rag silk costume fit ,173,-0.20000000000000004
Crosseyed and Painless - 2005 Remaster,0yhwdmbgkKdE1plV8xWdrd,Talking Heads,['2x9SpqnPi8rlE9pjHBwmSC'],0.818,0.218,135.122,0.0366,0.138,0.748,4,0.723,7,-5.946,0.894,1,"alternative rock, art punk, dance rock, funk rock, new wave, permanent wave, post-punk, rock, zolo",act casual  stop  end hospital changing shape feel accident theyre  explain experience isnt weird look obscure wasting away policy 2 im ready leave push fact  fact lost fact    information left kind lilifting head lololooking danger sign line formula sharp knife fact cut hole  line formula sharp knife fact cut hole  im  waiting iiim  waiting im  waiting iiim  waiting im  waiting iiim  waiting im  waiting iiim  waiting feeling return  close  lifting head looking  inside 3 island doubt taste medicine working hindsight message oxygen mmmaking list  cost opportunity right fact useful emergency   feeling return  close  lifting head looking  inside 4 fact simple fact straight fact lazy fact late fact dont come point view fact dont fact twist truth  fact living turned inside fact getting best fact  face thing im  waiting iiim  waiting im  waiting iiim  waiting im ,303,0.05612244897959183
Heaven or Las Vegas,0AxZUYeQ9bZwSdt1LmZuok,Cocteau Twins,['5Wabl1lPdNOeIn0SQ5A1mp'],0.804,0.081,179.911,0.0383,6.97e-05,0.00775,4,0.202,7,-5.465,0.418,1,"alternative rock, art pop, dream pop, ethereal wave, melancholia, scottish indie, shoegaze",new new vain failed singing famous street love boy wont love heaven la vega thats brighter sun  hustler role hell   suit hang stay spin fail fail wholl  win gee youre ephemeral   new new vain failed singing famous street love boy wont love heaven la vega thats brighter sun reaching itch soul thats old playing card  im thinking la vega brighter sun furthermore  blast im dizzy  big dipper come fantasy carnival im  wedding singing famous street love boy wont love heaven la vega thats brighter sun reaching itch soul thats old playing card  im thinking la vega brighter sun maybe rail ill  seize heart personal suspect im singing tune ,270,0.15415019762845847
Ghost Rider - 2019 - Remaster,0SlVvyU9LWTzsnPc8lcoUs,Suicide,['6uVeWolwyRDrT84lLsaZyW'],0.64,0.105,191.472,0.11,0.072,0.682,4,0.25,1,-8.745,0.549,1,"alternative rock, experimental, experimental rock, no wave, noise rock, synth punk",   alookin cute sneak aroundroundround blue jumpsuit 2 ghost rider motorcycle hero     ablazin away star star star uni 3 ghost rider motorcycle hero     ascreamin truth america america killin youth     ascreamin away america america killin youth america america killin,86,0.25
Passover - 2007 Remaster,6SnD5dJk06mhNQvvF270cw,Joy Division,['432R46LaYsJZV2Gmc4jUV5'],0.577,0.0543,127.977,0.0419,0.0495,0.0154,4,0.773,9,-11.936,0.941,1,"alternative rock, art rock, indie rock, madchester, new wave, post-punk, rock, uk post-punk",come destroying balance id kept doubting unsettling turning  wondering come  role wanted live foolish ask   protection infancy guard fall apart  touch 2 watching reel come close brutally taking time people change reason happening time  train event disturbing purging mind  duty alls said   ill lose  time 3 moving  godgiven way safety sat  sanctuary feverish smile left mark door gift wanted  forgive forgets teach pas desert wasteland watch drown beach 4 crisis knew come destroying balance id kept turning   set,201,-0.2438636363636364
The Black Angel's Death Song,2g4LWy7YxrbWYA2RJP8nFk,"The Velvet Underground, Nico","['1nJvji2KIlWSseXRSlNYsC', '0IwlY33zbBXN7zlS9DP2Cj']",0.475,0.123,121.355,0.0456,0.646,0.000273,3,0.36,7,-9.891,0.36,1,"alternative rock, melancholia, permanent wave, protopunk, rock, experimental, melancholia, singer-songwriter",fate set  plate choose lose ghost bloodied country covered sleep black angel weep old city street east gone choose 2 wandering brother walked night hair face long splintered cut knife gt rally man patter ran dawn said long skull shrill yell shining brightly redrimmed redlined time infused choice mind ice skate scraping chunk bell 3 cut mouth bleeding razor forgetting pain antiseptic remains cool good buy fly cozy brown snow east going choose choose 4 sacrificials remain  hard forget come stool  serve realize fame choose rovermans refrain sacrilege recluse loss horse bowel tail rat come choose  5 epiphany terror reduced shame head bobbed weaved choose  stone glance split didactics  leave color mouse trail dont scream try choose choose try lose loss remain come start start game   che che che che che che che ka tah,301,0.09097222222222223
She's Lost Control - 2007 Remaster,0rcLhYRihks3t4lFPtHhQV,Joy Division,['432R46LaYsJZV2Gmc4jUV5'],0.846,0.0766,144.246,0.0528,0.0157,0.0287,4,0.485,11,-7.63,0.743,0,"alternative rock, art rock, indie rock, madchester, new wave, post-punk, rock, uk post-punk", shes lost control shes clinging nearest passer shes lost control gave away secret past said ive lost control voice told act said ive lost control 2 turned  took hand said ive lost control ill   understand said ive lost control screamed kicking  said ive lost control seized floor thought shed die said ive lost control shes lost control shes lost control shes lost control shes lost control 3  phone friend state case  shes lost control showed error mistake said ive lost control expressed  different way lost control walked  edge escape laughed ive lost control shes lost control shes lost control,209,-0.09
Venus In Furs,29engDqjmMr3VLqMm0c0WE,"The Velvet Underground, Nico","['1nJvji2KIlWSseXRSlNYsC', '0IwlY33zbBXN7zlS9DP2Cj']",0.618,0.079,144.724,0.0331,0.00137,0.616,4,0.225,8,-9.922,0.567,0,"alternative rock, melancholia, permanent wave, protopunk, rock, experimental, melancholia, singer-songwriter",leather whiplash girlchild dark come bell servant dont forsake strike dear mistress cure heart 2 downy sin streetlight fancy chase costume shall wear ermine fur adorned imperious severin severin awaits tired weary  sleep thousand year thousand dream  awake different color  tear 3 kiss boot shiny shiny leather shiny leather dark tongue thong belt await strike dear mistress cure heart 4 severin severin speak slightly severin bended knee taste whip love given lightly taste whip bleed tired weary  sleep thousand year thousand dream  awake different color  tear 5 shiny shiny shiny boot leather whiplash girlchild dark severin servant come bell  dont forsake,203,-0.05166666666666667
Loomer,1kAQmY7yNW6LFdDftDbe1X,my bloody valentine,['3G3Gdm0ZRAOxLrbyjfhii5'],0.433,0.148,87.607,0.039,3.37e-06,0.835,4,0.0931,3,-15.499,0.453,1,"alternative rock, dream pop, noise pop, shoegaze",going dont turn  little girl party dress didnt love  2 pretty boy sunshine face carrying head tiptoe lonely place,37,0.115625
We All Stand - 2015 Remaster,4lfrHyc4J3sHuhhvkfAr6H,New Order,['0yNLKJebCb8Aueb54LYya3'],0.687,0.0691,93.088,0.0325,0.292,0.00643,4,0.659,6,-9.52,0.556,0,"dance rock, madchester, new romantic, new wave, permanent wave, post-punk, synthpop, uk post-punk", end road  soldier waiting ive  mile   mile  end road  soldier waiting end road end road end road life  real life fantasy forever  breath held tight inside life  real life fantasy forever  breath held tight inside life  red sky tonight red sky tonight end road future  end road  soldier waiting   mile   mile  end road end road  blood shore life  real life fantasy forever  breath held tight inside life  real life fantasy forever,189,0.026428571428571433
Your Silent Face - 2015 Remaster,0eKRwDBVWxCXWpLYFYrbd1,New Order,['0yNLKJebCb8Aueb54LYya3'],0.778,0.151,117.654,0.0313,0.00934,0.633,4,0.642,0,-10.087,0.793,1,"dance rock, madchester, new romantic, new wave, permanent wave, post-punk, synthpop, uk post-punk",remains stupid lie   hearing breathing movement color silence 2 rise fall shame search shall remain asked youd seen said didnt care 3 sound formed vacuum   waste time  hearing breathing movement  4 sign lead way path  youve caught bad,100,-0.2616666666666666
Everything's Gone Green,1VZFmtsZuuqm0EV6KQihE8,New Order,['0yNLKJebCb8Aueb54LYya3'],0.916,0.0619,127.872,0.0507,0.00267,0.588,4,0.687,7,-13.023,0.462,1,"dance rock, madchester, new romantic, new wave, permanent wave, post-punk, synthpop, uk post-punk",wonder  future ill hurt  ive  ive  ive  ive 2 confusion sprung devotion halo cover  stand  estrangement   despised way wanted pay wont    way way wanted pay wont    way  ,114,-0.25
Schizophrenia,22t3vCXfjQhIiXzGVSZNOz,Sonic Youth,['5UqTO8smerMvxHYA5xsXb6'],0.696,0.104,134.66,0.0366,0.19,0.867,4,0.356,2,-11.461,0.562,1,"alternative rock, indie rock, noise pop, noise rock, rock, shoegaze",friend  sister came mind said jesus twin knew  sin laughing crazy trouble im light  dancing insane brother  shes golden chain  coming closer saying feel bone schizophrenia taking home 2 future static   tuck talk dream split scene,107,-0.0857142857142857
White Cross,4aoURweS1H8cj7d2ZYBABd,Sonic Youth,['5UqTO8smerMvxHYA5xsXb6'],0.842,0.411,141.264,0.061,0.00313,0.634,4,0.178,11,-9.297,0.0793,1,"alternative rock, indie rock, noise pop, noise rock, rock, shoegaze",im smart  im digging hot white learning lie cross stay away burning inside,23,0.11607142857142858
F.F.,2th6kLQPb9HzsgTI5VxHNp,Lil Uzi Vert,['4O15NlyKLIASxsJ0PrXPfz'],0.668,0.0995,125.026,0.04,0.0482,0.0,4,0.643,4,-5.915,0.0879,0,"melodic rap, philly rap, rap",yeahyeahyeahyeah red blue blue  fuckin bozo  final fantasy strategy final fantasy  stand fi fi final fantasy  stand final fantasy   fi fi final fantasy new life final fantasy trilogy fi fi final fantasy moonrock probably smokin latest enemy fi fi yeahyeahyeahyeah final fantasy strategy final fantasy  stand fi fi yeahyeahyeahyeah final fantasy  stand final fantasy   fi fi final fantasy new life final fantasy trilogy fi fi yeahyeahyeahyeah final fantasy moonrock probably smokin latest enemy fi fi yeahyeahyeahyeah 1 final fantasy new life final fantasy new ice fi fi final fantasy changed religion  wife fi fi final fantasy thats x pill final fantasy thats sex pill fi fi xan family  catchin rack  fi fi ohoh  live  apart  fold    fi fi watch demon kingdom heart fi fi heart fi fi ohoh ohoh fi fi ohoh ohoh   fi fi ohoh ohoh  fi fi ohoh ohoh fi fi final fantasy strategy final fantasy  stand fi fi final fantasy  stand final fantasy   fi fi final fantasy new life final fantasy trilogy fi fi final fantasy moonrock probably smokin latest enemy fi fi yeahyeahyeahyeah final fantasy strategy final fantasy  stand fi fi yeahyeahyeahyeah final fantasy  stand final fantasy   fi fi final fantasy new life final fantasy trilogy fi fi yeahyeahyeahyeah final fantasy moonrock probably smokin latest enemy fi fi yeahyeahyeahyeah   yeahyeah yeahyeah fi fi yeahyeah yeahyeah fi fi yeahyeah yeahyeah fi fi yeahyeah yeahyeah fi fi 2 final fantasy mercer foreign girl  merci merci fi fi im space cadet final fantasy said uzi fuckin land fi fi pussy pink pull salmon seat tell mad fi fi  hear talkin bout cause im probably final fantasy fi fi final fantasy strategy final fantasy  stand fi fi final fantasy  stand final fantasy   fi fi final fantasy new life final fantasy trilogy fi fi final fantasy moonrock probably smokin latest enemy fi fi yeahyeahyeahyeah final fantasy strategy final fantasy  stand fi fi yeahyeahyeahyeah final fantasy  stand final fantasy   fi fi final fantasy new life final fantasy trilogy fi fi yeahyeahyeahyeah final fantasy,669,0.041103896103896094
GLOCK IN MY PURSE,5Utk5LNZFvpTbzMdlMfhle,Lil Uzi Vert,['4O15NlyKLIASxsJ0PrXPfz'],0.56,0.0974,139.905,0.319,0.306,0.0,4,0.677,1,-6.386,0.194,1,"melodic rap, philly rap, rap",shh im earth im  secret im earth earth  birth fell love perc  eat dirt vlone shirt  glock purse huh mustard beat ho  glock purse mm  glock purse huh purse  glock purse purse  glock purse purse purse purse aint lip gloss uhuh lean penicillin penicillin  dealin dealin 1 bought rari ceiling skrr  bout killing killing dont talk bout killing best rapper philly run game achilles sheesh aint tlc uhuh love chilli fact wan huh cause millies skate ho sneak im rockin heelys beef beef better  chili better   fit pocket glock brief glock brief  glock bag kelly kelly birkin birkin birkin birkin birkin mm    glock purse phew  glock purse  glock purse huh purse purse aint lip gloss nah lean penicillin  dealin  glock purse purse  glock purse purse  glock purse purse purse purse aint lip gloss lean penicillin  dealin 2 dont think purse look bag talkin bout purse red rag huh way  foreign  jag  strap   backpack fact  strap phew holdin mag phew mixin designer phew clothes clash phew  phew walk  god rich walkin cash huh boujee walkin glass glass yes lil uzi uzi way richer dad dad thats half  younger thought cause wore skinny jean jean shirt plaid plaid look turned  sad  sad   mad   mad hope dad glad hope mind hahaha shes sucking shes mind everytime buy bag buy bag phew  bag fortyfive bag  bag  phew phew  birkins lady miami  glock purse purse  glock purse purse  glock purse phew purse nah purse aint lip gloss nah lean penicillin  dealin  glock purse purse  glock purse purse  glock purse purse purse purse aint lip gloss,873,0.04242424242424243
14,3FjbqjPlAFa2FszNtXGGdh,KANKAN,['7tFehEdzjjoeiwUExR89qs'],0.326,0.1,121.021,0.248,0.0183,0.0,4,0.79,3,-16.207,0.301,1,pluggnb,wood ha uhuh    hit cup 22    hit za lurkin day tryin knock  knock  catch hallway lil jay broad day run run safe lurkin night  til think safe uhuh bet ho  uhuh aint  hoe gettin saved lil ho screaming 14 guess tryin  slayed guess tryna  slayed lil  thought knew fixing rank fixing rank  free cell  uppin shank  uppin shank  free doo cell tryin catch brain tryin catch brain   cup fn trust  fell love cup im roxis      smoke   joke  joke     close   jay glocky bust lil  hoe  boy broke    close   hoe   chosen  heard lil  owe  owe bitin swag  im   im   hatin hear voice crazy  cause aint choice cause aint choice   im  bite ho   hit  window im maybach  pillow bro stop store rillos glock 45   fold aint gettin stripe cause lil  told cause went told im  ho im facetime lil jace  brandishing pole  thirty shot face  better lay low better lay low  lil daro caught case 12    home swear lil  gay swear lil  gay swear lil  lame damn swear  lame  hoe lil ,561,0.058578431372549034
Goodbye Blue Sky,0ESdtt9cjGZUkUbaubSrv2,Pink Floyd,['0k17h0D3J5VfsdmQ1iZtE9'],0.0811,0.314,109.154,0.0335,0.879,0.00313,4,0.638,7,-22.646,0.0503,1,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock",airplane sky 1 david gilmour oohooh oohooh oohooh diddiddiddid  frightened  diddiddiddid hear falling bomb diddiddiddid  wonder run shelter promise brave new world unfurled beneath clear blue sky 2 david gilmour oohooh oohooh diddiddiddid  frightened  diddiddiddid hear falling bomb flame long gone pain lingers david gilmour goodbye,154,0.19727272727272727
After You,5jJL5w2NQ6YeA4a35xUlYV,Tay-K,['2ODbg2404zUzTi02qIPEjB'],0.427,0.0731,149.956,0.316,0.386,0.0,4,0.769,0,-6.105,0.0393,1,"cali rap, dfw rap, rap, trap",foenem    youllyoullyoull  robbed flashy shoe youll  robbed rackables   head foenem gogo  ill  grrah  glizzy dont  passed  wouldnt  shoot shoot shesheshe   head foenem    grrah youllyoullyoull  robbed flashy shoe  robbed rackables   head foenem gogo  ill  grahh  glizzy dont  passed  wouldnt  shoot shoot nininigga   baboon baboon  hashtag  tattoo youre tattoo   dick bathroom bathroom class coon  ate fast food  ate fast food wont walk crawl away raccoon raccoon hand air statue shoot classroom classroom  glassroom gang  ask gang 1 2 3  blast choppa stock detachable  whatchu beef ask dude number  chest  dude gang tote gat cause tote cause fashionable grahh gang tear water unpassable skrr pop afternoon skrr gosha international touch bullet come pew pew shesheshe   head foenem    grrah youllyoullyoull  robbed flashy shoe  robbed rackables   head foenem gogo  ill  grrah  glizzy dont  passed  wouldnt  shoot shoot  hashtag  tattoo,461,-0.2888888888888889
The Root Of All Evil,79KV3EGT1yh0Mm5ykCWNQB,Rx Papi,['56gMovAlFdnmrDk2BcfUlJ'],0.591,0.237,137.106,0.365,0.0472,1.43e-06,4,0.633,11,-11.561,0.377,0,plugg,beat dogshit record 1  push  remember papi told  riding round wit lurking searching catch theyll hurt  long live boy  im paranoid thats im ridin wit  fake love popped  percocets dont  wake shitll drive crazy  hit lick daily  took risk crazy  bad  rough paid came  nah sumn aint adding  bag wit way dad aint going tell   ask   bag  wake   cuz  im tripping  speak  dont speak     thats lie  sh  love money tn toe aint  nun love money hell serve auntie junkie break love money sit  broke watch   money stay true backdoor  love money turn purest people sour dogshit record 2 love money better point cuz hit lick fresh joint ima speak mind ima  point sus movin makin noid clutch glock open door flashback sleepin floor love money  leave nah  life ive livin dog need narc im     time  wall matter ima stand tall im   gram couple dollar knock man,438,0.08982683982683984
Disagree,0j1oCSyf33qqdmQ49Iro7r,Duwap Kaine,['5fBcVfTWenqUDOYR5SjzEQ'],0.591,0.137,160.136,0.0406,0.00386,0.0,4,0.548,9,-6.078,0.217,0,"dark plugg, pluggnb, vapor trap",coolin thot telly smokin loud pack  smell walk trap trap  smelly sippin fake lean  straight belly fn watch sing r kelly  trap whippin deli kick bruce lee  tellin fairy thot wont marry maserati ridin chevy  hold weight lil heavy im trap pound  12  watch   talkin  talkin dont need throne  dont need crown smokin dope nothin le ounce flexin need tryout  cut screamin free clout need cheese thats im stuck tv mount countin rack im countin big  talk look im outside  stuck house bad lil said spouse   cappin cappin clout clout carry cash hand  bank account im rich  dont discount real  dont need fuckin face tat backwood face  habitat  thotthot  natnat bros hoe    rat offwhite  flashback  rob    hijack smokin og  cali pack hoe hit phone dont  interact  dope philippine  smokin palm tree  im broke disagree lovin ho disagree rich  man im unique    im broke,420,0.05208333333333335
Meth Lab Zoso Sticker,068MfdXLaZoUOI8j1riVlj,7Horse,['3P5NW1wQjcWpR0VsT1m0xr'],0.948,0.0993,79.627,0.159,0.144,0.00054,4,0.39,0,-3.408,0.457,1,modern blues rock,sticker rolled pocket 7 inch trigger finger dont  stop  way piledriver  left use im supercharged freedom fighter im givin candy stick peacemaker  shoot 3d dream maker  place  meth lab zoso sticker rolled pocket genuine mother maker im givin  x2 meth lab zoso sticker rolled pocket 7 inch trigger finger dont  stop  way piledriver  left use im supercharged freedom fighter im givin  x3 meth lab zoso sticker rolled pocket 7 inch trigger finger dont  stop  way piledriver  left use im supercharged freedom fighter im givin givin givin,208,0.1
