title,track_id,artists,artist_ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,loudness,valence,mode,genres,lyrics,tokens,sentiment
A Minute(lone),7t9cWdvscrbqrsSigEV0Dv,vjac0b,['2dSAZN7PmMiI5UCTJUALer'],0.546,0.104,132.909,0.219,0.00552,0.0,4,0.782,11,-9.642,0.413,0,,minute think need minute yeahyeahyeah yeahyeah think need minute think need minute yeahyeahyeah yeahyeah need think need minute yeahyeahyeah yeahyeah need  need minute minute listen listen im  aint  trippin trippin fly  drippin drippin gang listen listen need disappear   missin  missin fame hit different came didnt miss miss woman woman damn   pray god em god cause rockstar life live seen badass different tell   hit gas fast lane  fast lane dont past   ya past   ya cash real different cash real different ridin day   day   black truck mask mission mission im man pad confidential guess im gettin paid cause listen paid cause listen guess  hatin cause isnt havin cake im im talkin bout pay im lil boy aint way im fixing play   play  told bend okay okay okay spent rack dover walked cause change lil fit change lil fit walked store didnt spend money cause knew  man  play  play im tryna change tryna change   saved saved slayed lil paid think lit think lit double cup drank drank classy ho takin sip damn  switched swag swag em thinkin im  rick damn  hopped bag hopped bag think im   caught  flight man im far  damn aint stoppin light  gun whip gun  drug whip drug  drug  damn  hoe hit uhoh  hoe aint em uhoh damn think need minute uhuh  need minute uhuh minute listen im  aint  trippin fly  drippin gang listen need disappear   missin uhuh fame hit different came didnt miss uhuh woman woman damn  uhuh pray god em uhuh cause rockstar life live seen badass different tell   hit gas fast lane ,763,0.17715617715617718
Broke Boi,4kjrB4xpcXRiAjLRivGhN2,Playboi Carti,['699OTQXzgjhIYAHMy9RyPD'],0.423,0.135,142.078,0.383,0.000893,2.43e-05,4,0.833,1,-10.296,0.255,1,"atl hip hop, plugg, pluggnb, rap",dont  dont  dont  cash carti cash hold money  cash carti broke boy broke boy broke boy broke boy broke boy broke boy broke boy broke boy broke boy broke boy  juugin broke boy broke boy mall buyin ice cause broke boy broke boy   kick broke boy broke boy aint come buy pack cause broke boy cause broke boy im goin sack cause im broke boy goin sack  runnin check broke boy runnin check   band neck murked boy murked boy im ballin  ballin im ballin   hatin pussy dont cross partner pussy thats pussy pussy   talk bout  aint  shook shook im real  flat  overlook nah    youre tryna come book  going fuckin book carti cash carti  chopper grandma watchin grandma watchin jesus piece  squeeze piece jesus  squeeze piece hold way  flooded street  flooded street im lean wont  scene wont  scene   ima  scene ima  scene run run run audi carti bimmer benz roof  goop punch  gram boof blunt high called hoe   lenox square carti   icy wrist carti carti   cop square carti  small circle  square  square   life aint fair spilled lean kick  pair   hoe man  pair damn okay carti   broke boy broke boy broke boy broke boy need  money  broke boy broke boy broke boy broke boy   money  broke boy broke boy broke boy  juugin broke boy broke boy mall buyin ice cause broke boy broke boy   kick broke boy broke boy aint come buy pack cause broke boy cause broke boy  juugin broke boy mall buyin ice cause broke boy   kick broke boy aint come  pack broke boy broke boy broke boy broke boy,685,0.13892857142857143
Long Time - Intro,4IO2X2YoXoUMv0M2rwomLC,Playboi Carti,['699OTQXzgjhIYAHMy9RyPD'],0.861,0.83,144.077,0.0447,0.283,0.0,4,0.472,4,-3.966,0.358,0,"atl hip hop, plugg, pluggnb, rap", im saying feel slatt feel refrain cap gown aint  class id  die come  vlone thug aint felt long time  im saying rip fredo aint felt long time aint feel aint long time feel feel took long time slatt feel feel took long time slatt feel look took long time slatt feel look took long time slatt interlude hold im tryna  hold im tryna  right leave  right id   caught  leave  ima  tell shawty dont slatt slatt slatt slatt beep beep beep lil black jean jacket vlone bad  homie bad  tryna homie shawty suck til mornin  wife thot  wife thot pas homie  wife thot fucked thot fucked thot aint  pas homie fucked thot  rob homie rob  rob home rob  rob homie skrrt interlude id   caught  slatt thot vlone slatt slatt slatt slatt slatt slatt slatt wake smell motherfuckin coffee im bout break boy coffin vlone thug   aint felt long time slatt slatt  im saying rip fredo aint felt long time slatt slatt aint feel aint long time feel feel took long time slatt slatt slatt slatt feel took long time slatt slatt slatt slatt look took long time slatt slatt slatt look took long time interlude atlanta atlanta youve definitely atlanta refrain cap gown aint  class slatt slatt id  die come  interlude  send address  send address aint long time aint felt long time  im saying rip fredo aint felt long time aint feel aint long time feel feel took long time slatt feel feel took long time slatt feel look took long time slatt feel look took long time aint long time aint long time aint long time aint long time feel took long time,756,-0.11514550264550255
NOSTYLIST,42tD9J0KCPFSc1d2hFTvAf,Destroy Lonely,['1HPW4jeRjXBFRoUnSvBzoD'],0.773,0.111,160.08,0.0775,0.0396,0.0,4,0.567,11,-5.166,0.496,0,, help fine ho makeup  look bad school cool   bag diamond flooded pool necklace wet post rock balenciaga im flyer pigeon stack paper way taller midget  lame hate cause dont  lil im cool paper im gettin 1 flyin  globe im gettin chos im money mission old old hoe  tellin  thy miss  cuff wont mak mr dont  boy  tell end missin  tell bust neck bust wrist bust bust im fresh hell im fly hellcat im whippin shawty hell  shawty hell grab stick shawty hell grabbed shh wake stylist fresh  help fine ho makeup  look bad school cool   bag diamond flooded pool necklace wet 2 tell  bool  kick wet pool im fixing dive right kitty rockin buy buy told folk im gettin rich aint way im washin dish pretty hoe comin  man  crazy wrap dont  im srt trackhawk truck thot drive mercedes im outside  dont play  die today dont play  dont play   insane im  insane  stay lane cause   drive crazy fucked didnt  bae count cash aint    fly  doin trick dick ho cirque du soleil im milan shawty eatin squid servin face   wake stylist fresh  help fine ho makeup  look bad school cool   bag diamond flooded pool necklace wet post rock balenciaga im flyer pigeon stack paper way taller midget  lame hate cause dont  lil,636,-0.07762605042016807
CRYSTLCSTLES,0Tux6yChvZptaa7HKZkJ4k,Destroy Lonely,['1HPW4jeRjXBFRoUnSvBzoD'],0.466,0.108,140.023,0.123,0.00241,0.0,4,0.779,0,-6.079,0.562,1,,aint   problem  million mile away im  climb mountain money  gettin way hypnotizing   tryna ride wave  suicidal  way big supersize  way fat supersize lil neck way cold  diamond rockstar  alice glass crystal castle  way high bumping crystal castle im dark lord im vamped look welcome castle  hoe tryna gt food aint time pas em  watr aint seeing drought aint seeing struggle hassle tryna cause  im  floor bos massive ima  boy orange challenger whip duke hazzard smoking strong lung hurtin  blunt pas love bih im  im glad  love cash  appear young  magic love  young  try  tragic stuff  thousand right lil givenchy bag im ridin fine ho  seat cadillac aint rocking rhinestone im rocking real deal diamond fuckin southside hell ratchet fuckin upnorth hell classy rock black fit  single day im countin paper im paper chase im  way aint   problem  million mile away im  climb mountain money  gettin way hypnotizing   tryna ride wave  suicidal  way big supersize  way fat supersize lil neck way cold  diamond rockstar  alice glass crystal castle im  way aint   problem  million mile away im  climb mountain money  gettin way hypnotizing   tryna ride wave  suicidal  way big supersize  way fat supersize lil neck way cold  diamond rockstar ,594,0.09836996336996337
JETLGGD,59U7bktlujuNRW7fBq1VDt,Destroy Lonely,['1HPW4jeRjXBFRoUnSvBzoD'],0.752,0.315,139.996,0.105,0.000516,0.0,4,0.668,10,-6.555,0.346,0,,swag  hopped bag   aint damn came im fly bat  catch kodak uhuh thats thot bro   tell lil throw  stock stick blowback  month  blow uhuh stay lowkey  work motherfucker act didnt  notice hit ho fuckin  sauce good ravioli  fuckin lonely rack im keeping em   homies havin   stayin focused im  tryna  brand new bag  poppin brand new tag brand new whip paper tagged brand new scale plastic bag sprite purple molly tan  flight im  jet lagged bad came pakistan damn bro pray pistol thats jesus piece damn life  reckless grandma jesus  earth tone hoe motherfuckin yeezy season tell  hold breath dont   em breathe damn  switched swag  hopped bag   aint damn came im fly bat  catch kodak thats thot bro   tell lil throw  stock stick blowback  month  blow stay lowkey  work motherfucker act didnt  notice hit ho fuckin  sauce good ravioli  fuckin lonely rack im keeping em   homies,433,0.240495867768595
Rubber Bands & Weight,7oE1d83u3LWMLB36BcBq0A,Benny The Butcher,['5Matrg5du62bXwer29cU5T'],0.738,0.096,77.232,0.29,0.183,1.46e-06,4,0.631,7,-7.781,0.238,1,"alternative hip hop, boom bap, buffalo hip hop, hip hop, upstate ny rap",huh ayo al ayo butcher coming  1 look   body catcher thats  strap air max 97s  legend ask street watched stretch  microwave 90 second day brother died 911 missed smoked big  took backseat ride heaven  watch dont second wrist  extra pot calisthenics talk tough talk dont issue talk gunplay dont pistol sat meeting manteca menu red laser nickel turn hater hindu  broke paper offend   dick riding paid credential young plug told patient ima hit slow work   took doubled  greater continued cause loyalty good favor  lend hate im official dont break cause aint brittle thats real g gangster commend ah cocaine jumping pot rubber band weight dope fiend walking block rubber band weight 6am aint closing shop plan wait tana   block  grand day cocaine jumping pot rubber band weight dope fiend walking block rubber band weight 6am aint closing shop plan wait tana   block  grand day 2 background official dont  issue spin  round  pull mask clip  check record blemish file  griselda bought rolexes  v dial man calling home sick said stressing trial said   year  legend town youngster grew crooked threw booking beef speak uzill cook played hoop played stoop tool bush  day met old lady threw pussy real   grand thats mother fault need  vault  thats hustler talk game life mean death come short man stretch body brother caught cocaine jumping pot  post game standing block karl malone ah   cocaine jumping pot rubber band weight dope fiend walking block rubber band weight 6am aint closing shop plan wait tana   block  grand day cocaine jumping pot rubber band weight dope fiend walking block rubber band weight 6am aint closing shop plan wait tana   block  grand day rubber band weight rubber band weight plan wait  grand,675,0.05132020757020757
3:30 In Houston,1CskHhEj7h9GRMKXpLHApO,Benny The Butcher,['5Matrg5du62bXwer29cU5T'],0.643,0.119,137.841,0.172,0.529,7.55e-05,4,0.663,10,-8.132,0.279,0,"alternative hip hop, boom bap, buffalo hip hop, hip hop, upstate ny rap",chest  somethin chest right turn turn beat  karma dirty ayo city boy remember robbed   jewel  cash hahaha come   ah im doin wheelchair 1 quarter million week  come assist count  thief mouth  benefit doubt extra  brick benefit drought    sit couch  brick house  city  rock breaking news story leaked cop cuban link  snatch run   shot roll royce truck said stood  mistake aint lookout quarter jewel shoppin walmart  hood   hood 2   city rapper  trapper shoot ceiling turned brick lucrative business net worth cool  million   hoe  meeting hov kickin e  team room billion blogger  shot opps wendy williams  trust  smoke mirror  aint  real friend business roll royce truck said stood  mistake aint lookout quarter jewel shoppin walmart  hood   hood   3  told  happened im lit  advantage thats   stand sucker  instagram wont handle nothin hospital private jet bullet  aint damage nothin im good   wouldve position bet wouldve hit panic button man   shot everyday b sent dawg houston tip mexican thatll wig pinky finger gettin sent interview sent offer stuck code mob talkin wont talk camera  anderson cooper barbara walter houston   black soprano  griselda  330 houston    330 houston  em ah real gangster  ah 330 houston     shot everyday b real  im doin wheelchair 330 houston said said attempt 330 houston  cash  ton cash  jewel 330 houston  im sayin deeper rap 330 houston dont believe,670,0.057002801120448185
Drain Counter,44lBmdHVSJi4hKhnEvIccg,Lil Ugly Mane,['2gPLG9mGaU67woC5L0luYA'],0.729,0.0632,80.001,0.124,0.367,0.0,4,0.531,5,-6.99,0.712,1,"psychedelic hip hop, underground hip hop, virginia hip hop",ugly untouchable going throw juvie month  try  aint doin  cuttin disruptin  classroom discussion cussin mom puffin blunts gettin dusted overwhelmed distrust  wasnt thing  guess felt em  power control reflect fear  men condemn        landscape littered blister potential people letting ghost govern mental opposite adult folk hoped youd resemble doomed  goat temple hard dwell  fear knowing court treat crime severe im blowin smoke window cavalier shakeshakin bottle open beer obligation prosper operation money motivation stay gaudy ostentatious aint  challenge cause rap game basic aint heard talent sinceincarcerated scarface sample face fact assumption rap sound ship  hate getting lumped giant  munchkins catch,247,-0.14930555555555555
DR BIRDS,77EseIwL4dnUACjF3YmDWz,Griselda,['0wXQORjv4ChlykdyzWUJ4X'],0.735,0.0952,75.115,0.45,0.201,0.000491,4,0.548,1,-4.903,0.22,1,"alternative hip hop, boom bap, buffalo hip hop, upstate ny rap",1 westside gunn ayo im salvatore makin salaat bentayga  flavor shoot   speak later boom boom boom boom boom boom boom boom boom boom whitney mac hid  warhol dip bergdorf shot  store brr cherry fiftyseven bach learnin lesson skrrt crack aint dry  ready second ah  chain halo im god  fear god jogger rockin  dont  jog hangin wagen sunroof pick  brr mille chill bezel ah foreigns red  feel special banana peel ak im lookin real extra doot doot doot doot doot doot doot doot  key money green tesla skrrt told virgil write brick brick write brick brick write brick brick told virgil write brick brick ayo amiris filled cash im fashion district ah shoot momma house half bicken doot doot doot doot doot doot doot doot doot doot doot  dealin  killin brr  tried test  missin ah meal quarter im  awesome water whip coke  voss ro faucet ah tell virgil write brick brick 2 conway machine look lil brodie thirty aint  flinch caught body dipped  seen  lost fivesixty benz aint need tint vroom weakest scent cost mama need rent hahaha  zip drum rip leave rinsed rrah hide body week leave stench smell rapper come city need consent need pas  cause   pussy  convinced hah told virgil write brick brick hah nicest aint write spit woo white dick ice drip fist shoe deal look nike  hahaha doat street white pitch  morning corner night shift blick soda offwhite whip hah im rich  offwhite haha smoke aint  askin uhhuh pullin somebody  casket boom boom boom hall n nash benny james worthy kareem magic  time griselda drop classic  whats 3 benny butcher gave cocaine user okay shooter im cocky vintage versace stone face medusa soprano maggianos goldplated rugers pistolll backflip blow  frame pluto brr   chill eatin snakesll probably  killed cause trust  family henry hill   man dont benny skill nah dope   50 mil sit  ah light  whip white dick right wrist whip white brick brick runway margiela type butterfly spike type kick rapper trendy nah hoe friendly  wear forever 21 fendi punk told givenchy pronounce givinchy run account til   chinegun im  thinkin militant old paraphernalia layin  rid thats settled difference  chicken tree stamp stepped,857,0.14873511904761902
